target_fips,storm_year,storm_month,n_clean_neighbors,neighbor_fips
35043,2020,6,1,08021
47163,2022,2,2,"51167,51167"
51141,2025,6,2,"37005,51197"
37003,2024,12,2,"37011,37005"
48207,2022,11,1,48487
37051,2025,4,2,"37141,37141"
17153,2021,3,3,"17165,21039,21039"
48199,2024,11,3,"48407,48407,48455"
18107,2022,3,3,"18159,18109,18109"
21147,2024,5,2,"47137,47137"
25003,2020,12,1,36079
13089,2021,8,2,"13117,13117"
08029,2020,7,2,"08053,08109"
30087,2022,7,2,"30027,30027"
46085,2020,7,1,31107
26131,2023,4,6,"55051,55125,55037,55041,55125,55051"
23027,2023,5,2,"23023,23023"
06003,2021,10,1,32510
17195,2022,8,1,19115
21057,2021,1,2,"47137,47137"
20087,2020,5,1,20043
05135,2023,8,3,"05055,05021,05055"
48211,2022,6,2,"40043,40043"
51167,2023,5,4,"51021,51021,51520,51720"
54047,2022,7,2,"51167,51167"
08001,2024,7,2,"08019,08047"
17185,2020,3,1,17079
47135,2022,4,4,"47017,47083,47017,47083"
05041,2021,3,2,"28027,28027"
39149,2020,7,3,"18075,18135,18075"
39097,2024,12,1,39101
19175,2020,7,5,"19009,19137,19145,19137,19145"
54039,2023,7,7,"54045,54109,54105,54045,54059,54109,54105"
13237,2021,1,1,13021
05027,2022,5,1,22067
01069,2024,4,2,"13061,13061"
21169,2022,1,3,"47027,47027,47111"
46037,2023,7,4,"46005,27011,27011,46005"
05013,2023,1,3,"05003,05003,22067"
21187,2023,1,2,"21223,21223"
04005,2021,6,3,"04012,04012,08033"
46085,2023,8,5,"31015,46067,31015,31103,31103"
13183,2025,5,2,"13109,13109"
18087,2025,6,2,"39171,39171"
06071,2024,5,5,"04027,06031,06079,06111,06111"
27017,2024,9,3,"27065,27065,27071"
48079,2020,6,5,"48165,48369,48369,48165,48165"
42069,2022,6,3,"42025,42025,42095"
16079,2024,9,2,"30053,30053"
26103,2022,6,3,"26095,26153,26153"
32023,2023,6,8,"32019,49001,49021,49027,32019,49023,49027,49045"
41003,2021,1,3,"41019,41035,41031"
23031,2024,1,1,23023
48387,2021,4,1,48459
47153,2023,8,4,"13047,13083,13313,13083"
17185,2023,4,3,"17033,17033,17033"
32033,2023,8,5,"49003,49021,49041,49003,49011"
20173,2022,11,1,40053
29127,2021,6,2,"29103,29103"
47165,2024,8,1,21219
48091,2022,3,2,"48013,48177"
29135,2024,4,3,"29089,29175,29089"
26023,2025,4,2,"39171,39171"
13247,2024,4,3,"13013,13117,13013"
44007,2024,5,1,25025
53069,2022,2,7,"53059,53027,53053,53059,53067,53077,53027"
16023,2021,6,4,"16025,16015,16065,16049"
18095,2025,4,3,"18103,18023,18023"
51197,2022,5,1,51167
56041,2020,6,5,"16041,49005,49029,49029,16029"
28001,2020,9,3,"22077,28005,28005"
22103,2022,7,4,"22093,28091,28073,28091"
28137,2023,9,7,"05035,28161,28135,28161,05035,05107,28027"
49045,2024,10,1,32015
51017,2024,4,4,"51580,51790,51530,51678"
45035,2022,8,1,45089
21007,2024,6,1,21139
55093,2021,5,1,27025
01103,2022,3,1,47051
30103,2024,5,1,30037
51139,2022,7,1,51660
55021,2020,10,1,55103
13217,2025,5,4,"13237,13219,13237,13219"
01119,2022,12,10,"28023,28099,28101,28159,28023,28061,28099,28101,28105,28159"
21209,2021,2,3,"21173,21023,21201"
29121,2021,8,3,"29197,29089,29089"
33011,2024,5,2,"25025,25025"
28047,2022,5,1,28091
56009,2021,5,1,08107
30089,2022,8,6,"16009,30035,30049,30073,30099,30039"
48037,2020,6,1,48119
48009,2022,11,1,48197
48085,2022,10,1,40095
20187,2021,7,2,"08011,08011"
55061,2020,6,2,"26089,26089"
29021,2025,6,3,"29025,29025,29061"
01089,2021,7,2,"01079,01079"
39153,2024,5,3,"39085,39007,39085"
41017,2022,8,11,"41047,06049,41019,41029,06049,41003,41019,41041,41003,41047,41053"
06029,2022,12,3,"06053,04012,06053"
37191,2025,4,2,"37141,37141"
20015,2023,8,1,40053
40037,2023,8,2,"40103,40103"
22035,2024,6,2,"22107,22107"
21145,2023,2,1,47079
47129,2024,4,2,"47137,47137"
17139,2020,5,2,"17035,17035"
18061,2021,6,1,18093
21211,2020,5,2,"21223,21223"
49055,2025,6,4,"08045,08085,08083,08085"
16073,2022,6,8,"16045,16045,16025,16037,16053,32027,32031,16087"
37113,2023,7,4,"13281,13291,13281,13291"
54075,2024,1,3,"54067,54093,54067"
17173,2020,6,2,"17079,17079"
13199,2024,12,2,"13053,13197"
29159,2020,3,3,"29033,29177,29033"
17001,2022,9,1,17071
54027,2020,3,1,51840
17039,2020,7,1,17129
37037,2021,7,1,37127
18021,2021,6,2,"18093,18101"
12081,2022,10,3,"12055,12055,12055"
12043,2024,7,4,"12027,12115,12027,12049"
06045,2023,3,5,"06015,06055,06013,06041,06055"
06059,2020,4,1,06111
12099,2022,10,2,"12055,12055"
49017,2021,6,1,08033
54019,2025,6,2,"54063,54063"
29135,2021,3,2,"29089,29089"
18157,2024,5,1,18111
48425,2021,8,1,48093
27143,2021,9,8,"27171,27093,27171,27023,27067,27093,27127,27173"
48107,2024,6,1,48191
29159,2023,4,2,"29135,29135"
05095,2023,2,6,"05035,28143,28011,28027,28143,05035"
04007,2021,8,3,"04012,04027,04012"
36027,2024,7,1,34031
24033,2024,7,1,51600
51125,2024,4,3,"51790,51530,51678"
06089,2024,12,1,41033
21171,2021,1,3,"21001,21001,47137"
30057,2024,8,3,"30023,30023,30023"
47161,2022,3,3,"47017,47039,47017"
48007,2022,9,6,"48321,48249,48025,48025,48249,48297"
54071,2020,12,1,51820
49013,2025,6,3,"49019,08045,49019"
23013,2020,8,2,"23029,23023"
08001,2021,4,2,"08019,08047"
26121,2023,7,2,"26105,26105"
22099,2020,5,1,22093
19161,2023,4,8,"19141,19165,19141,19149,19167,19133,19165,19133"
51830,2020,12,1,51735
42009,2022,5,1,42087
23007,2024,6,2,"23023,23023"
51095,2024,7,1,51735
47015,2023,3,2,"47061,47061"
19051,2024,7,2,"19087,19087"
48285,2024,1,4,"48481,48477,48481,48391"
19149,2020,3,1,19133
46063,2024,5,1,30109
05117,2022,3,3,"05123,05037,05123"
34041,2022,7,6,"34021,34021,42077,42025,42025,42077"
41039,2022,8,12,"41053,41037,41015,41029,41033,06049,41029,41037,41053,41057,41047,41053"
27107,2021,6,4,"27029,27159,27029,27029"
26017,2022,9,2,"26069,26069"
32005,2024,9,4,"06109,06109,32029,32029"
40135,2025,6,1,05113
46023,2020,6,3,"31003,31027,31139"
05131,2025,5,2,"05113,05113"
42015,2023,8,1,42093
19085,2023,8,5,"19093,19093,31173,19129,31173"
51185,2023,6,5,"54059,54059,54109,54089,54109"
13293,2025,2,5,"13193,13053,13197,13193,13197"
29131,2021,12,2,"29073,29073"
21129,2021,6,1,21173
42127,2025,4,2,"34037,34037"
51059,2021,2,1,51685
22059,2023,7,1,22107
47121,2024,1,1,13047
48323,2022,4,1,48247
22111,2022,12,5,"05011,05011,22083,22123,22083"
26025,2025,5,1,39171
55031,2025,3,1,27065
25001,2023,6,2,"25019,25025"
45015,2021,6,1,45011
48303,2023,9,2,"48501,48501"
51053,2022,5,2,"37185,51595"
30111,2022,7,2,"30027,30027"
41047,2022,3,5,"41027,41013,41041,41021,41027"
29107,2023,2,1,20209
17153,2024,8,8,"17151,17165,17199,17151,21139,17199,29157,21139"
12099,2024,3,2,"12055,12055"
13119,2025,6,2,"13221,37113"
28137,2020,6,1,28009
45019,2020,7,2,"45089,45089"
28037,2020,10,2,"22105,28147"
01015,2023,6,2,"13055,13045"
08119,2024,8,7,"08015,08109,08019,08047,08015,08019,08065"
10003,2023,9,3,"34011,34011,34011"
16001,2020,5,6,"16075,16025,16083,16075,16087,16083"
17045,2023,7,5,"17147,17033,17035,17035,17147"
21073,2025,5,3,"21223,21017,21097"
47053,2021,3,2,"47095,47095"
19099,2023,3,1,19079
29195,2025,6,1,29025
29139,2025,4,1,29137
46039,2023,9,8,"27023,27151,27117,46101,27023,27117,46079,46101"
01011,2025,5,5,"13061,13259,01085,13053,13259"
26081,2022,9,3,"26037,26037,26105"
08039,2023,7,1,08043
38059,2023,4,1,38083
37169,2022,9,1,37005
35005,2024,8,2,"48109,48109"
29023,2023,4,3,"05055,05055,29123"
48019,2024,7,1,48323
30105,2022,6,2,"30005,30027"
18003,2020,7,3,"18075,18009,18075"
47111,2021,7,1,47137
13229,2023,7,1,13279
13073,2024,9,3,"13163,13301,13163"
22097,2022,8,6,"22125,22047,22121,22125,22007,22047"
39015,2023,3,1,21069
20143,2024,7,2,"20141,20141"
17117,2020,5,5,"17013,17013,17017,17017,17129"
28115,2021,6,1,28009
45065,2024,5,3,"13195,13317,13317"
13315,2022,6,2,"13309,13309"
51800,2023,7,9,"37177,37091,51095,51620,37091,51183,51620,51095,51199"
28085,2024,6,1,22107
35053,2020,9,2,"35017,35017"
08013,2022,7,5,"08019,08019,08037,08019,08093"
20201,2022,4,3,"20089,20123,20089"
42051,2022,5,1,54009
29021,2022,3,1,31147
27137,2023,8,1,27095
48275,2024,2,5,"48009,48487,48487,48009,48429"
26159,2024,2,1,55101
29049,2022,7,3,"29033,29117,29033"
26121,2020,6,1,26133
42089,2024,5,3,"34031,42131,42131"
22045,2020,4,3,"22093,22077,22077"
51149,2024,8,2,"51570,51570"
05083,2024,8,2,"05113,05105"
49035,2022,6,4,"49033,49033,56041,49039"
04013,2024,9,3,"04009,04009,04009"
19051,2021,6,1,29103
21149,2021,5,2,"21091,21091"
17117,2023,6,1,17051
56019,2022,7,3,"56007,56007,56017"
51640,2020,1,1,47091
32005,2021,8,3,"32001,32029,32029"
33015,2023,8,1,25025
42101,2022,5,5,"34021,34021,42077,42095,42077"
20041,2022,4,1,20123
08097,2020,6,3,"08109,08053,08109"
29147,2021,12,1,31147
21155,2020,7,2,"21005,21005"
13091,2022,5,2,"13319,13319"
18177,2020,7,2,"18075,18075"
45085,2022,5,3,"45089,45033,45089"
42127,2022,3,2,"42025,42095"
06065,2022,7,2,"04027,04027"
01109,2021,12,3,"13259,01039,01039"
48069,2025,4,2,"35009,35009"
55009,2020,7,5,"26019,26089,26019,55078,55078"
21149,2024,6,8,"18173,18173,21225,21033,21219,21033,21055,21225"
19017,2024,6,2,"19069,19069"
47017,2024,4,8,"47085,47135,47071,47135,47023,47071,47023,47075"
27007,2024,8,2,"38099,27125"
31151,2022,10,3,"31023,31023,31023"
13237,2024,8,4,"13219,13125,13301,13219"
26101,2024,4,2,"26089,26089"
24017,2020,1,3,"51600,51610,51685"
47163,2022,6,2,"51167,51167"
20091,2021,6,1,29107
56013,2024,9,2,"08107,49009"
39049,2023,2,5,"39083,39101,39117,39083,39101"
40123,2022,11,5,"40005,40019,40005,40019,40019"
48193,2024,2,2,"48309,48309"
30047,2023,5,5,"16035,30061,16017,16079,30061"
08005,2023,5,3,"08019,08047,08093"
20041,2025,5,1,20123
48469,2023,10,5,"48007,48089,48481,48089,48007"
48181,2021,4,1,48119
13245,2022,5,4,"13125,13301,13301,13317"
06103,2021,10,2,"06033,06033"
05139,2022,7,1,22083
53017,2022,6,11,"53033,53057,53061,53001,53005,53021,53077,53033,53077,53057,53073"
29007,2025,5,3,"29151,29073,29151"
21199,2021,4,1,47137
13089,2021,12,2,"13013,13157"
17045,2020,6,3,"17035,17079,17035"
22019,2021,3,1,48199
27057,2021,9,3,"27135,27153,27153"
13107,2022,5,6,"13125,13301,13319,13309,13319,13309"
12033,2021,9,1,01039
47019,2020,4,3,"37199,51520,37199"
05079,2024,8,3,"05011,05039,05011"
56007,2024,6,2,"49009,49009"
13079,2024,7,2,"13249,13249"
31035,2020,7,6,"31095,31151,31159,31023,31151,31159"
20091,2024,7,6,"20107,20107,29083,29101,29101,29107"
48019,2021,6,2,"48507,48507"
05041,2021,7,3,"28027,28143,28027"
27167,2023,8,8,"27041,27121,27149,27041,27153,27159,27011,27149"
13073,2021,8,3,"13317,13301,13317"
13211,2020,3,1,13059
17161,2022,11,1,17175
51001,2022,6,1,51735
25027,2020,6,1,44001
12089,2024,7,1,13065
06103,2024,11,2,"06093,06093"
17191,2024,3,2,"17145,17033"
28049,2024,8,6,"22107,28063,28063,28077,28077,22107"
42043,2023,4,1,42093
39013,2022,3,2,"54009,54009"
28021,2025,6,2,"22029,22041"
01123,2021,7,1,13149
39009,2023,2,1,54105
47009,2021,6,4,"37113,37087,37113,37087"
54099,2021,8,2,"21115,21115"
18121,2021,12,1,18109
06071,2024,9,5,"04027,06031,06079,06111,06111"
06017,2024,9,1,06109
17113,2025,6,1,17123
25005,2024,1,3,"25019,25025,25025"
39031,2022,5,2,"39005,39005"
47155,2022,5,2,"37099,37099"
48401,2025,4,1,48225
13139,2020,10,2,"13281,13281"
27065,2021,4,2,"27163,27009"
19077,2020,6,5,"19165,19165,19137,19155,19165"
38095,2021,7,1,38083
37035,2024,5,2,"37011,37011"
08073,2023,8,2,"08043,08043"
35027,2020,7,3,"48141,35017,35006"
18147,2024,6,2,"21183,21183"
42123,2025,6,4,"39007,42023,39007,42023"
29147,2023,5,2,"19129,31147"
38035,2021,8,2,"27135,27029"
35045,2022,8,4,"08111,08111,35028,35028"
18099,2023,4,3,"26149,18103,18181"
13155,2023,1,2,"13315,13315"
40011,2024,11,1,40003
46067,2020,3,4,"31107,31107,31027,31107"
29175,2023,3,1,29135
42055,2022,6,5,"42043,42087,42043,42087,42043"
19027,2020,10,1,19035
29219,2023,2,1,29221
51119,2020,4,1,51735
29067,2024,1,1,29149
38025,2021,7,1,38083
41063,2020,2,8,"16045,16087,16035,16059,16061,16035,16061,16087"
29045,2022,6,6,"17071,17071,19087,19087,19101,29197"
54043,2020,4,2,"21159,21159"
01011,2022,2,3,"13259,13053,13259"
48053,2022,3,2,"48333,48333"
32017,2021,9,3,"04012,32001,49039"
05119,2025,6,3,"05025,05039,05025"
41059,2020,2,3,"41025,53023,53023"
55131,2020,7,2,"55055,55055"
19177,2020,6,2,"29103,29103"
06103,2023,3,2,"06097,06049"
47129,2021,7,3,"47137,47105,47137"
20121,2024,8,3,"29083,29083,29101"
48469,2020,9,2,"48255,48255"
21209,2021,6,2,"21173,21201"
37183,2022,6,2,"37185,37185"
48347,2024,2,1,48455
27017,2023,5,1,27095
48249,2021,5,2,"48247,48247"
18041,2024,6,2,"18059,18059"
51161,2025,6,1,54063
23027,2020,8,4,"23029,23023,23023,23029"
51167,2025,2,6,"21195,21195,47067,21095,21133,21195"
16087,2021,6,7,"16049,41063,16015,41023,41063,32013,41023"
21043,2025,4,8,"21175,21159,21175,21069,21011,21069,21165,21175"
18129,2020,7,1,21055
35033,2022,7,2,"35028,35028"
13073,2023,1,5,"13317,13163,13301,13317,13163"
28087,2021,8,1,28057
22071,2025,4,2,"22095,22095"
19039,2025,4,2,"19007,19007"
39033,2024,3,1,39173
45057,2021,7,3,"45087,45087,45087"
46135,2020,4,3,"31139,31003,31139"
37155,2022,6,3,"37141,37141,45043"
04023,2021,9,1,04027
22029,2020,6,1,22047
18091,2023,6,3,"18131,18181,18131"
48251,2022,12,1,48193
42133,2025,4,2,"24029,24029"
01001,2023,7,2,"01007,01013"
24031,2022,6,3,"51610,51600,51610"
01091,2023,6,5,"28075,01007,01007,28075,01013"
06071,2021,8,4,"04027,06025,06079,06025"
45045,2022,4,2,"37099,13147"
41005,2025,2,9,"53039,53059,41009,53059,41021,41069,53039,41007,41009"
40099,2021,4,2,"40029,40029"
54075,2024,5,1,54093
18103,2022,5,2,"18159,18159"
54043,2025,3,3,"21159,21195,21159"
55045,2025,5,2,"17085,17085"
54027,2020,7,1,51840
31111,2023,9,1,31091
47139,2023,7,7,"13123,13187,13291,13123,13313,13291,13313"
31179,2024,7,1,31011
16061,2022,12,6,"16079,30061,16003,41063,41063,53003"
47149,2024,7,1,47055
32003,2024,4,3,"06037,06059,32015"
12097,2023,6,4,"12027,12049,12049,12081"
51173,2023,3,1,51520
21127,2025,1,10,"21205,21205,21071,21153,21071,21195,21153,21165,21205,21237"
24015,2025,5,1,24035
01059,2023,7,2,"28117,28117"
49049,2020,6,3,"32033,49029,32033"
31131,2023,6,6,"19129,19145,19145,19129,31159,31147"
22017,2021,2,2,"48459,48459"
51700,2022,10,3,"51620,51735,51735"
56003,2020,6,2,"56017,56017"
17067,2020,4,4,"17017,29103,29103,29205"
29169,2023,2,1,29135
12123,2024,4,2,"12041,12041"
47143,2021,6,1,47105
01031,2025,6,4,"01013,01035,01013,01085"
47073,2022,8,1,51520
40081,2021,4,2,"40103,40103"
18095,2022,7,3,"18009,18075,18009"
30009,2020,8,1,56017
17037,2024,6,1,17123
29061,2023,3,2,"29003,29003"
19131,2024,6,2,"19069,19069"
29219,2020,1,3,"17013,17013,17083"
29159,2023,8,5,"29019,29089,29037,29037,29089"
13061,2021,5,3,"13259,13259,13259"
05095,2023,6,6,"05035,28143,28011,28027,28143,05035"
54027,2023,8,1,54093
04007,2021,12,3,"04012,04027,04012"
17021,2020,7,3,"17017,17129,17035"
16085,2023,5,6,"41063,16075,16035,16061,16069,41063"
21019,2025,5,6,"21063,21205,21063,21159,21175,21159"
13115,2024,7,1,13143
53011,2024,9,6,"41007,41027,53041,41027,53041,53077"
05103,2022,5,1,22067
04012,2024,8,1,06037
21171,2021,5,1,47137
28119,2023,9,7,"05107,28011,28161,28083,28161,05035,05107"
37045,2024,7,1,37011
45055,2021,3,3,"37007,37179,37179"
05149,2024,11,3,"05109,05113,05113"
45063,2024,1,2,"45011,45011"
01055,2021,12,1,13233
22091,2024,7,1,28037
29113,2020,5,2,"17083,17083"
08001,2021,8,3,"08039,08019,08047"
19161,2023,8,8,"19141,19165,19141,19149,19167,19133,19165,19133"
29071,2020,7,2,"17013,17083"
17183,2024,4,5,"18111,18111,18181,18045,18045"
35035,2024,8,2,"35003,48377"
22071,2020,8,1,28109
47015,2023,7,2,"47061,47061"
34025,2024,8,3,"36005,36047,36047"
21005,2025,5,2,"21103,21103"
29015,2022,5,1,29135
48205,2025,6,1,35009
17001,2021,5,1,29103
48201,2023,8,4,"48481,48481,48407,48407"
46063,2024,9,1,38033
05103,2025,6,8,"05011,05025,05109,05025,05053,05109,05003,05011"
54109,2021,6,1,51021
33001,2022,12,2,"50005,50009"
54047,2021,3,2,"51021,51021"
48309,2020,4,1,48425
21105,2022,7,3,"47053,47017,47053"
29107,2020,5,1,29117
13317,2020,7,1,13059
19127,2024,6,2,"19069,19069"
51059,2021,6,1,51685
22059,2023,11,1,22107
29081,2025,6,6,"19117,19185,29025,29063,29063,19185"
51009,2022,6,1,51678
18015,2020,7,2,"18131,18131"
45003,2023,1,5,"13107,13163,13163,45009,45009"
48287,2020,4,1,48285
01007,2022,4,1,01107
26133,2021,8,1,26039
46013,2021,6,1,46005
05075,2023,4,6,"05111,29069,05021,29069,05111,05021"
36003,2024,8,2,"42023,42023"
51127,2023,6,3,"51199,51830,51119"
19053,2024,6,5,"29061,29075,29079,29079,29211"
42121,2024,7,1,39007
13103,2021,6,1,13107
51053,2022,9,1,51595
29107,2023,6,3,"20209,29037,29037"
17071,2024,8,2,"19087,19087"
54061,2023,4,1,54093
46049,2021,5,2,"46005,46005"
36101,2024,7,1,42023
48453,2021,5,2,"48287,48287"
47005,2020,7,1,21221
55125,2024,6,6,"55003,26013,55037,55037,55003,55003"
12097,2020,5,3,"12027,12049,12049"
33009,2021,6,3,"50015,50019,50019"
39111,2024,1,2,"54073,54073"
47029,2022,2,1,37199
51059,2024,7,2,"51683,51685"
47053,2021,7,2,"47039,47023"
20097,2023,7,1,40003
08049,2021,7,2,"08065,08065"
40015,2023,8,4,"40043,40093,40043,40129"
13169,2022,6,1,13133
46007,2025,6,1,31171
41065,2023,5,7,"41071,53059,41053,41071,53005,53059,53077"
40143,2024,4,4,"40119,40103,40103,40119"
21167,2025,5,1,21203
18047,2022,3,2,"18065,18065"
13321,2022,6,1,13037
20167,2022,5,3,"20123,20089,20123"
48363,2022,5,5,"48093,48093,48425,48425,48077"
29201,2023,5,3,"29069,47095,29069"
39015,2023,7,2,"21201,21201"
05053,2024,5,1,05011
13251,2021,7,5,"13107,13107,45011,13107,45011"
31077,2024,4,4,"31121,31121,31071,31071"
01087,2024,5,1,13053
51125,2021,7,1,51540
01055,2023,5,3,"13055,13055,13083"
26055,2023,9,5,"26029,26143,26029,26105,26143"
13085,2024,8,1,13013
11001,2022,8,1,51610
06073,2022,3,3,"04012,04027,04012"
29021,2022,7,4,"20013,20013,31147,29177"
05145,2024,5,6,"05137,05065,05137,05037,05037,05123"
21119,2020,5,2,"21159,21159"
55095,2024,9,1,27065
48485,2023,11,2,"48237,48237"
27111,2023,7,2,"27145,27145"
19161,2020,7,7,"19009,19165,19009,19085,19133,19165,19133"
28131,2025,6,2,"28041,28041"
39139,2025,4,12,"39075,39093,39103,39169,39101,39147,39043,39093,39143,39147,39075,39101"
21183,2025,5,2,"18123,18123"
51019,2023,4,3,"51045,51045,51530"
51111,2022,6,2,"37185,37185"
18069,2023,8,1,39039
21177,2021,1,3,"21233,21233,21091"
48467,2020,5,1,48119
29181,2021,4,3,"29069,29069,29179"
13121,2024,8,2,"13143,13013"
47043,2024,9,1,21219
12113,2021,9,2,"01039,01039"
42131,2022,5,1,42025
32005,2021,12,3,"32001,32029,32029"
17025,2023,7,4,"17035,17033,17035,17033"
56021,2022,6,3,"56007,56009,56009"
23021,2020,12,1,23007
42127,2022,7,2,"42025,42095"
16051,2022,7,6,"56023,16037,30001,30001,30031,30057"
22059,2020,10,3,"22039,22077,22039"
26025,2022,8,1,26037
01073,2022,6,4,"01057,01107,01057,01133"
45031,2022,6,3,"45033,45089,45033"
35025,2023,6,1,35037
47133,2022,4,2,"47111,47111"
31119,2021,5,1,31051
26101,2024,8,4,"26089,26079,26089,26079"
55075,2022,5,1,26019
31015,2020,7,4,"31003,31003,31027,31139"
40147,2024,4,1,40103
47039,2024,4,7,"47085,47023,47023,47081,47085,47101,47101"
45019,2022,4,2,"45089,45089"
29027,2025,4,3,"29137,29073,29073"
25023,2020,8,1,44001
22087,2022,7,1,22117
19099,2020,6,1,19079
51153,2022,6,2,"51600,51610"
47133,2025,5,5,"21053,47159,21053,21231,47159"
46117,2023,7,1,46015
29213,2021,6,2,"05101,05101"
47109,2020,1,1,28009
40143,2021,3,2,"40103,40103"
20095,2024,10,2,"40003,40003"
39071,2023,7,2,"21161,21161"
08085,2023,4,15,"08015,08053,08109,08045,08053,08111,08111,08045,49007,49047,49055,35045,49017,49025,49055"
24017,2023,6,1,51685
47057,2025,4,2,"21013,21235"
19165,2022,7,4,"19025,19073,19093,19193"
48149,2024,1,6,"48481,48481,48123,48123,48051,48051"
48019,2021,10,2,"48013,48013"
27051,2021,7,4,"27153,27153,27159,27067"
29161,2023,4,1,29221
13199,2025,6,4,"13149,13053,13197,13149"
39081,2023,7,2,"39151,39151"
05069,2022,9,1,05107
51800,2025,4,1,37143
30069,2022,6,4,"30005,30015,30045,30005"
25027,2020,10,1,44001
22029,2023,11,3,"28063,28063,28005"
45013,2024,5,2,"45005,45005"
13143,2023,5,3,"13097,13121,13097"
51061,2021,8,1,51685
54059,2025,3,3,"21071,21071,21119"
45061,2022,6,2,"45033,45089"
13299,2024,6,1,13271
42043,2023,8,1,42093
39013,2022,7,2,"54009,54009"
22047,2025,5,4,"22093,22095,22093,22029"
21199,2024,9,1,47137
48043,2024,5,2,"48109,48475"
22111,2023,1,5,"05011,05011,22083,22123,22083"
32033,2022,7,4,"16083,32001,49039,49039"
21093,2021,3,1,21091
05145,2021,4,1,05123
48345,2022,5,4,"48197,48433,48275,48433"
18059,2021,6,2,"18159,18159"
48219,2024,6,2,"48153,48153"
01005,2025,5,5,"13053,13037,13053,13197,13307"
45073,2025,5,2,"13281,13281"
29047,2024,7,4,"29101,29107,29033,29107"
18069,2020,7,3,"18009,18009,18075"
47035,2022,5,1,47087
30055,2024,8,3,"30109,30109,30109"
39127,2025,5,1,39083
56037,2024,9,2,"08107,08107"
29189,2022,6,2,"29073,17013"
04007,2023,8,3,"49025,49037,49037"
08097,2022,3,7,"08093,08107,08107,49047,08029,08093,08029"
39073,2021,3,2,"39115,39115"
51163,2023,7,2,"51045,51045"
08059,2024,5,2,"08015,08065"
05049,2024,5,2,"05137,05137"
46067,2020,7,4,"31107,31107,31027,31107"
53017,2021,2,8,"53001,53005,53021,53043,53077,53077,53019,53043"
51073,2025,5,2,"51830,51830"
12107,2024,7,2,"12041,12017"
48331,2024,6,8,"48099,48281,48309,48477,48309,48477,48289,48313"
20103,2023,6,1,29037
55009,2022,4,3,"26019,26019,26105"
51073,2020,11,1,51735
19083,2020,6,2,"19067,19067"
12061,2020,4,2,"12055,12055"
27021,2023,5,5,"27095,27095,27009,27095,27041"
26063,2021,9,3,"26129,26129,26135"
48245,2024,3,1,48407
48443,2023,9,2,"48243,48243"
20007,2022,5,4,"40053,40053,40093,40093"
31107,2021,8,7,"31051,46027,46067,46067,46027,46067,46125"
28117,2022,5,1,47109
17035,2025,5,1,17159
39001,2025,6,4,"21069,21205,21069,21201"
12065,2021,2,1,12037
30037,2023,6,1,30015
30081,2023,8,6,"16003,16035,16061,16069,16035,30061"
20193,2025,4,1,31065
54109,2023,2,3,"51021,54089,54089"
01057,2023,7,3,"28087,28087,01007"
18097,2021,3,1,18159
29215,2020,11,3,"29179,29073,29179"
13105,2024,7,2,"13219,13301"
19163,2022,5,2,"19115,19115"
30087,2024,8,2,"30037,30037"
48347,2024,6,2,"48373,48455"
40109,2022,7,2,"40093,40133"
26009,2024,7,6,"26047,26097,26119,26143,26143,26119"
21059,2020,9,2,"21027,21027"
08103,2024,7,2,"49009,49009"
18171,2023,5,2,"18181,18181"
51167,2025,6,6,"21195,21195,47067,51197,21095,21195"
17163,2023,4,3,"17051,29186,29186"
31035,2022,4,3,"20089,20089,31061"
37193,2024,7,2,"37011,37011"
28003,2021,3,2,"28009,28009"
26011,2024,8,4,"26143,26001,26001,26143"
05069,2024,2,2,"05107,05011"
13095,2024,9,4,"13087,13061,13087,13307"
55133,2022,11,1,55047
55117,2025,6,2,"26101,26101"
47131,2025,2,3,"29143,21039,29143"
37015,2025,5,2,"37143,37143"
17191,2021,6,3,"17079,17027,17079"
48079,2022,7,1,48115
37023,2022,3,1,37199
51810,2020,4,2,"51735,51735"
16077,2025,6,1,32007
30013,2023,6,2,"30107,30107"
13287,2020,9,1,13235
06071,2021,12,4,"04027,06025,06079,06025"
20209,2020,7,2,"29177,29177"
13035,2025,2,1,13237
13001,2021,4,3,"13209,13209,13283"
27173,2022,8,7,"27117,46101,27101,27117,27033,27101,27103"
47025,2020,6,1,51195
49015,2021,8,1,08033
47001,2024,8,1,47137
54073,2023,7,2,"54105,54105"
01077,2020,5,1,28057
31169,2023,7,2,"31159,31159"
41005,2020,12,6,"53039,41031,41021,41031,41069,53039"
54037,2020,7,1,51840
41049,2020,8,2,"41025,41027"
13179,2021,4,3,"13031,13031,13279"
05017,2022,5,4,"22083,22083,22083,28027"
29047,2021,6,2,"29107,29107"
51029,2021,5,1,51540
16005,2023,4,4,"49005,49033,49003,49005"
21127,2025,5,10,"21205,21205,21071,21153,21071,21195,21153,21165,21205,21237"
06051,2023,9,4,"06005,06009,06009,32029"
38035,2023,5,1,38003
40077,2024,6,3,"40005,40005,40023"
05031,2022,7,3,"05037,47097,05037"
13175,2021,2,7,"13031,13279,13209,13279,13021,13161,13209"
18065,2021,6,1,18159
46115,2021,8,2,"46077,46077"
12123,2024,8,2,"12041,12041"
31021,2022,5,5,"19093,19193,19193,31043,31051"
18125,2021,8,2,"18055,18055"
12049,2022,6,1,12043
38025,2023,4,1,38083
06029,2020,3,1,06051
51075,2024,6,2,"51570,51670"
29185,2024,3,3,"20107,29101,20107"
