target_fips,storm_year,storm_month,n_clean_neighbors,neighbor_fips,target_zhvi_t0,baseline_mean_zhvi_t0
16031,2023,5,2,"16053,49003",213489.27201116076,291078.2036829522
20031,2022,6,1,20207,76054.56042008061,45267.788831179096
31057,2024,9,1,31085,112899.0793531382,122208.78625020334
29187,2025,6,1,29157,110496.43037722056,131749.53706181073
04017,2024,6,1,04009,246585.2235438231,201550.46790960323
37171,2024,12,1,37005,141801.09181902232,151147.2823494715
16033,2022,7,1,30001,156190.29265854714,229756.80593466235
55011,2024,7,1,55091,137217.8740542271,157960.92155878386
16047,2020,4,2,"16083,16025",124235.28219657757,151480.76211311627
17113,2022,4,1,17039,118124.88573940968,65785.35300217285
48017,2023,5,2,"35009,35041",,88010.91777668666
48213,2024,6,1,48161,151747.17737344708,131355.99864548442
56027,2022,7,1,56009,98847.92085562534,176493.14076996446
18153,2024,3,1,17033,75412.87901163538,61126.096213921235
06071,2024,6,1,06059,391215.8399941938,789237.7179579437
47045,2024,6,1,47095,84323.52447067924,63964.945817815074
31163,2020,5,1,31077,56858.582789055945,79848.84341085776
39003,2025,4,1,39063,93046.50478637396,150144.0676217898
35043,2025,9,1,35028,295629.24296797346,429115.639750083
28021,2024,8,2,"28063,22107",54827.63087344737,82992.29540581215
17077,2021,7,1,17181,48418.1659536199,71854.25807989556
48087,2024,7,2,"40009,48191",41848.425209182766,49990.90958205025
17161,2022,11,1,19115,78972.25706895697,82030.2871085418
51015,2024,9,1,51790,234981.06095706616,202919.19874471228
48045,2024,6,2,"48153,48191",90206.01266190944,37844.237546155
40141,2022,6,1,40075,27665.544339760003,38648.789337253154
47163,2020,1,2,"47091,51520",102707.40273240478,75958.63443882756
29183,2022,6,1,17013,239033.26572864255,103616.28767389838
21231,2020,3,1,21207,51222.88353809194,73305.43505773939
48463,2020,5,1,48507,95590.55042380838,43178.44530217324
46085,2023,9,1,46015,,122625.42247553456
53011,2024,10,2,"53059,41009",437297.2225411763,355866.8694819036
42133,2022,8,1,42043,171451.666985046,137763.77809807635
17183,2021,7,1,18165,39698.851849961975,64322.81231091625
49045,2025,9,2,"32033,32007",380887.64543498174,179720.81046996295
06041,2021,12,2,"06013,06075",860341.4980871439,771934.713119916
49003,2025,7,1,32007,350810.6758000301,250126.80831278404
12095,2025,7,1,12105,266376.69230706635,215674.20364116065
13057,2024,2,1,13117,361324.42239021097,449357.5777577369
48163,2023,5,1,48127,89499.50057466875,86168.61339572317
39063,2021,5,1,39137,119266.8560615185,113305.04403100094
