target_fips,storm_year,storm_month,n_clean_neighbors,neighbor_fips,target_zhvi_t0,baseline_mean_zhvi_t0
48231,2020,5,1,48119,332408.50915607926,288086.3432820087
06071,2022,3,1,04012,739059.6550151794,536957.0733703168
40083,2021,5,1,40103,411028.0272289267,280094.1854482283
13099,2024,1,1,13061,250532.0159913121,351302.1157505351
13313,2021,7,1,13047,296312.84719453455,329682.18879846466
35023,2023,7,1,35029,215724.86416272735,210254.37705067344
16047,2022,6,3,"16025,16083,16053",712866.1918661931,646207.8056691281
54107,2022,11,1,54105,255818.68735332237,214177.0241270338
54095,2024,9,1,54073,211276.21538532685,262163.05375786085
26051,2021,6,2,"26129,26011",254602.00224173124,225428.7402232312
31015,2020,7,1,31107,,366063.8246458964
21175,2021,6,1,21115,214910.06253828085,216858.9420018231
01071,2024,12,1,01095,333388.309645945,419387.1105533924
29187,2022,5,1,29093,298968.0365212483,265322.6556667504
48251,2020,5,1,48425,367416.2959716758,446171.4596088386
42049,2024,5,1,39007,325656.2305628411,264532.1531414586
38101,2023,8,1,38013,384056.5791218756,345179.444454078
17079,2025,4,1,17159,256439.1859619191,216181.19665360905
17091,2024,1,1,18111,306479.95109511074,331519.6356882965
41003,2021,1,1,41043,583913.1303467919,458588.1973544391
29127,2020,6,1,29205,223734.10889922347,240761.4805854361
35043,2024,9,2,"35006,35031",543830.7525748693,278982.01897700335
04013,2023,2,2,"04012,04027",731028.8001094678,455502.0181191128
34023,2024,8,1,36085,747816.7140545711,869808.4254432338
06065,2021,12,2,"04012,06025",762371.6951628694,463766.01757613575
54083,2024,6,1,54093,255504.7028653435,397167.2109583462
13273,2023,8,2,"13307,13261",250788.01392061185,313571.88710972806
05001,2024,5,1,05107,257909.28263307884,132736.28385677084
48227,2022,4,1,48115,289902.3772997905,218472.39233367456
53015,2024,10,3,"53059,53041,41009",591587.4776695167,671735.7524553984
